longitude,latitude,population,median_income,ocean_proximity
-122.65,38.99,1596,1.8571,INLAND
-115.69,32.79,1161,2.1792,INLAND
-121.66,36.37,465,6.1668,<1H OCEAN
-122.39,40.52,951,3.9306,INLAND
-116.29,33.72,1097,3.1771,INLAND
-117.71,33.63,950,5.8399,<1H OCEAN
-121.8,37.31,1789,5.0543,<1H OCEAN
-116.46,33.78,2301,2.5477,INLAND
-118.31,33.83,1635,2.9375,<1H OCEAN
-120.25,36.65,744,2.4937,INLAND
-118.08,33.98,1041,4.0677,<1H OCEAN
-121.85,37.26,1030,6.4339,<1H OCEAN
-121.73,36.93,1954,3.2917,<1H OCEAN
-118.38,34.03,1295,3.9537,<1H OCEAN
-118.04,33.83,2318,4.6681,<1H OCEAN
-122.49,38.27,1657,3.5625,NEAR BAY
-120.08,39.61,544,2.7778,INLAND
-116.6,33.06,612,2.7813,INLAND
-118.37,34.18,643,3.3958,<1H OCEAN
-117.12,32.75,1869,2.1767,NEAR OCEAN
-121.91,37.23,1240,6.0712,<1H OCEAN
-119.78,36.71,1233,1.3587,INLAND
-118.25,34.07,4332,2.2545,<1H OCEAN
-121.68,36.72,12153,3.2652,<1H OCEAN
-118.19,33.91,2935,2.0134,<1H OCEAN
-119.73,34.44,973,4.8021,NEAR OCEAN
-116.94,32.84,778,4.5278,<1H OCEAN
-120.19,39.32,646,2.3594,INLAND
-118.36,34.18,995,2.9583,<1H OCEAN
-122.09,37.36,930,7.5274,NEAR BAY
-122.28,37.83,901,1.4103,NEAR BAY
-121.19,39.05,520,3.9,INLAND
-122.27,37.77,872,4.1667,NEAR BAY
-118.16,34.19,1377,3.5887,<1H OCEAN
-118.18,34.04,1249,3.0417,<1H OCEAN
-121.06,40.23,215,3.4844,INLAND
-120.06,37.02,3840,3.5258,INLAND
-121.97,37.36,534,6.0116,<1H OCEAN
-117.09,32.7,887,1.4583,NEAR OCEAN
-122.43,37.76,1531,3.3565,NEAR BAY
-122.1,37.68,1109,2.535,NEAR BAY
-118.31,33.92,672,4.8456,<1H OCEAN
-117.35,34.04,1729,3.5139,INLAND
-117.91,34.04,5278,4.6324,<1H OCEAN
-118.08,34,997,0.9817,<1H OCEAN
-120.62,37.35,572,1.6833,INLAND
-117.66,35.63,1155,2.0441,INLAND
-122.68,38.43,1150,3.5885,<1H OCEAN
-118.4,34.09,857,15.0001,<1H OCEAN
-118.35,34.03,1510,2.2273,<1H OCEAN
-121.95,37.32,431,3.1103,<1H OCEAN
-117.07,32.71,2822,2.8372,NEAR OCEAN
-117.71,34.12,4952,5.6785,INLAND
-121.95,37.52,2721,5.2308,<1H OCEAN
-121.35,38.51,1054,4.2206,INLAND
-122.01,37.37,1066,7.2165,<1H OCEAN
-118.31,34.26,733,3.0583,<1H OCEAN
-122.04,37.35,767,6.837,<1H OCEAN
-117.03,32.72,505,3.5938,NEAR OCEAN
-118.61,34.21,1208,5.4527,<1H OCEAN
-121.36,38.39,2568,5.2447,INLAND
-118.26,33.91,711,2.4375,<1H OCEAN
-117.21,34.51,1720,5.086,INLAND
-122.21,38.1,1445,3.8029,NEAR BAY
-117.98,33.84,661,5.0747,<1H OCEAN
-122.4,37.76,1347,2.9312,NEAR BAY
-118.33,34.15,259,2.3667,<1H OCEAN
-118.36,33.92,2308,2.6667,<1H OCEAN
-122.07,37.67,1039,3.875,NEAR BAY
-117.39,34.13,1316,4.1632,INLAND
-121.1,38.92,1847,3.0321,INLAND
-121.28,37.96,1618,0.9365,INLAND
-117.68,34.07,1067,4.0375,INLAND
-118.5,34.19,1142,4,<1H OCEAN
-122.35,37.93,1182,2.3352,NEAR BAY
-117.18,32.69,978,5.1249,NEAR OCEAN
-121.87,39.74,747,3.9,INLAND
-118.01,34.55,1368,4.071,INLAND
-117.95,33.99,2418,5.0142,<1H OCEAN
-124.14,41.95,1208,2.275,NEAR OCEAN
-120.79,38.83,709,1.7222,INLAND
-121.38,38.49,4224,2.9647,INLAND
-118.13,34.18,603,5.8309,INLAND
-117.28,34.09,273,2.2917,INLAND
-117.14,32.71,955,1.6011,NEAR OCEAN
-122.42,38.31,550,4.7356,NEAR BAY
-119.61,36.33,926,3.0139,INLAND
-117.89,34.07,392,4.5179,<1H OCEAN
-118.37,34.21,1939,4.2875,<1H OCEAN
-124.17,40.62,706,2.8958,NEAR OCEAN
-121.17,37.97,769,3.6389,INLAND
-121.51,38.54,1075,3.9792,INLAND
-122.18,37.78,713,3.2984,NEAR BAY
-118.44,34.06,1649,6.2389,<1H OCEAN
-122.27,37.85,843,1.3785,NEAR BAY
-121.47,38.52,1597,1.8205,INLAND
-122.13,38.26,669,3.3281,NEAR BAY
-122.05,37.33,933,5.3167,<1H OCEAN
-118.32,34.1,2197,1.8277,<1H OCEAN
-117.02,32.71,2870,3.7366,NEAR OCEAN
-122.01,37.18,1534,5.8596,<1H OCEAN
-122.09,37.4,2087,3.2875,NEAR BAY
-118.27,33.99,1783,1.8086,<1H OCEAN
-118.19,33.95,1244,3.0833,<1H OCEAN
-117.23,32.99,1011,15.0001,NEAR OCEAN
-114.6,33.62,2434,2.6797,INLAND
-118.16,34.17,703,3.1741,<1H OCEAN
-122.47,37.78,1166,4.0652,NEAR BAY
-118.32,34.1,1463,1.7306,<1H OCEAN
-117.67,33.51,1490,3.4792,<1H OCEAN
-122.47,37.74,1633,5.6787,NEAR BAY
-117.22,32.81,902,3.7813,NEAR OCEAN
-122.28,37.87,288,3.5156,NEAR BAY
-118.34,34.04,987,2.6,<1H OCEAN
-118.4,34.03,3397,3.4058,<1H OCEAN
-117.85,33.76,1053,4.5461,<1H OCEAN
-117.26,32.81,1060,2.8421,NEAR OCEAN
-118.43,34.05,727,6.7115,<1H OCEAN
-122.74,38.45,1296,4.0798,<1H OCEAN
-119.18,34.21,1522,3.087,NEAR OCEAN
-122.49,37.69,1273,4.7391,NEAR OCEAN
-117.51,33.88,2541,4.131,INLAND
-117.4,34,1829,1.6955,INLAND
-122.19,37.76,790,1.7056,NEAR BAY
-116.97,32.56,5176,2.5625,NEAR OCEAN
-122.32,37.92,565,3.3594,NEAR BAY
-121.78,37.69,1761,4.3533,INLAND
-118.26,33.97,1031,1.9556,<1H OCEAN
-122.69,38.37,2969,4.8233,<1H OCEAN
-118.25,33.99,2054,1.5272,<1H OCEAN
-117.06,32.63,2096,4.2204,NEAR OCEAN
-118.22,33.9,583,1.9423,<1H OCEAN
-118.32,34.06,457,15.0001,<1H OCEAN
-117.14,33.18,2300,3.7109,<1H OCEAN
-118.14,33.97,1175,3.0114,<1H OCEAN
-117.19,34.27,879,5.2146,INLAND
-122.72,38.43,1408,2.5735,<1H OCEAN
-122.09,37.64,853,4.1141,NEAR BAY
-117.27,34.13,2388,2.9628,INLAND
-116.98,32.75,1905,4.375,<1H OCEAN
-122.12,37.82,918,6.6657,NEAR BAY
-121.96,37.95,1850,4.1483,INLAND
-117.31,33.16,781,5.6605,NEAR OCEAN
-124.15,40.8,765,1.755,NEAR OCEAN
-117.76,35.63,1027,3.9261,INLAND
-121.49,38.63,5634,3.7449,INLAND
-119.25,36.32,812,2.75,INLAND
-120.62,38.71,2597,4.0197,INLAND
-118.18,33.8,1591,3.0513,NEAR OCEAN
-118.06,33.99,827,3.7833,<1H OCEAN
-122.11,37.7,1765,2.4206,NEAR BAY
-119.33,35.6,2682,1.4619,INLAND
-118.41,33.92,1141,4.5729,<1H OCEAN
-121.99,37.53,2831,5.0423,<1H OCEAN
-119.82,34.45,1683,6.7247,NEAR OCEAN
-117.08,32.75,1452,2.0077,NEAR OCEAN
-117.21,32.8,532,3.7102,NEAR OCEAN
-117,32.76,956,4.3977,<1H OCEAN
-120.35,36.16,846,2.7792,INLAND
-117.08,33.12,823,1.8363,<1H OCEAN
-118.39,34.03,1890,3.0574,<1H OCEAN
-121.3,37.98,990,4.175,INLAND
-119.85,34.4,5723,2.1652,NEAR OCEAN
-117.64,33.45,607,6.2871,NEAR OCEAN
-117.73,34.07,1430,2.3406,INLAND
-118.31,33.87,1545,4.7543,<1H OCEAN
-118.1,34.06,1492,3.25,<1H OCEAN
-121.97,37.77,3221,7.2216,<1H OCEAN
-122.08,37.4,448,2.5208,NEAR BAY
-121.92,37.72,2937,5.1437,<1H OCEAN
-117.8,33.69,630,3.3438,<1H OCEAN
-117.89,33.74,2145,2.9167,<1H OCEAN
-118.09,34.12,1231,7.8347,<1H OCEAN
-117.26,33.02,1724,6.3712,NEAR OCEAN
-118.06,33.82,1568,4.6458,<1H OCEAN
-117.59,33.41,878,5.1298,NEAR OCEAN
-117.39,33.98,948,3.145,INLAND
-118.54,34.25,1191,6.2788,<1H OCEAN
-122.23,38.12,1006,4.2308,NEAR BAY
-118.11,33.89,772,4.375,<1H OCEAN
-122.32,37.95,895,4.45,NEAR BAY
-121.02,37.61,1318,1.7104,INLAND
-116.31,33.65,1572,4.5938,INLAND
-117.24,34.15,1621,4.6111,INLAND
-122.1,37.66,480,3.875,NEAR BAY
-118.45,34.03,993,4.0231,<1H OCEAN
-121.31,38.71,2071,4.3836,INLAND
-117.98,34.04,1390,3.75,<1H OCEAN
-120.14,36.04,1371,2.9708,INLAND
-117.96,33.65,1826,7.0151,<1H OCEAN
-121.78,37.34,891,7.375,<1H OCEAN
-117.81,33.73,363,2.1719,<1H OCEAN
-118.27,34.08,2899,2.5521,<1H OCEAN
-117.19,32.77,248,3.8571,NEAR OCEAN
-118.28,34.11,514,4.2019,<1H OCEAN
-122.13,37.66,407,4.3456,NEAR BAY
-117.36,33.97,1212,2.7596,INLAND
-118.56,34.22,819,4.3194,<1H OCEAN
-120.21,36.98,861,2.6012,INLAND
-118.15,33.78,2176,3.5812,NEAR OCEAN
-121.42,38.6,613,3.8672,INLAND
-118.18,33.77,1087,2.3523,NEAR OCEAN
-117.11,32.69,1418,1.9425,NEAR OCEAN
-118.42,34.29,1389,3.4821,<1H OCEAN
-118.74,34.05,2782,7.9184,NEAR OCEAN
-122.44,37.8,1145,4.625,NEAR BAY
-118.34,34.11,2034,3.6974,<1H OCEAN
-121.4,38.62,1733,2.2292,INLAND
-122.14,37.74,440,4.0662,NEAR BAY
-116.16,33.68,1334,2.2679,INLAND
-121.88,37.34,1493,1.2887,<1H OCEAN
-117.64,33.62,1202,3.4115,<1H OCEAN
-118.32,34.11,2404,3.2462,<1H OCEAN
-117.91,33.87,762,2.5,<1H OCEAN
-118.05,33.99,1085,5.193,<1H OCEAN
-118.42,34.25,1909,3.6791,<1H OCEAN
-120.77,37.01,1057,3.125,INLAND
-118.35,34.18,866,3.3056,<1H OCEAN
-118.3,34.11,568,8.4389,<1H OCEAN
-117.93,33.87,730,1.4803,<1H OCEAN
-117.55,34.25,872,4.555,INLAND
-122.17,37.74,824,2.2917,NEAR BAY
-117.61,34.09,1483,4.4205,INLAND
-121.17,38.68,686,3,INLAND
-122.41,37.61,1479,3.8214,NEAR OCEAN
-118.46,34.3,2291,4.0337,<1H OCEAN
-122.7,38.35,607,5.0366,<1H OCEAN
-122.06,37.73,1738,7.0568,NEAR BAY
-121.81,38.45,1140,3.7061,INLAND
-117.65,34.14,1815,8.4839,INLAND
-122.45,37.72,653,4.2167,NEAR BAY
-121.76,37,779,3.1987,<1H OCEAN
-122.44,37.66,3288,3.1927,NEAR OCEAN
-117.93,33.83,1131,2.4942,<1H OCEAN
-118.36,34.19,846,5.1814,<1H OCEAN
-122.24,37.79,1171,2.3173,NEAR BAY
-116.99,32.8,1513,5.2907,<1H OCEAN
-122.02,36.97,1365,1.6642,NEAR OCEAN
-117.85,33.78,1977,3.3939,<1H OCEAN
-122.2,37.96,2581,6.7741,NEAR BAY
-122.38,40.56,1164,3.5347,INLAND
-117,32.85,950,5.282,<1H OCEAN
-117.1,32.83,467,6.2047,<1H OCEAN
-118.18,33.78,1379,1.2746,NEAR OCEAN
-117.82,33.73,809,5.0162,<1H OCEAN
-120.46,34.63,682,2.9271,NEAR OCEAN
-118.73,36.01,1910,2.8603,INLAND
-119.7,36.83,1885,2.5904,INLAND
-118.32,34.05,976,1.5882,<1H OCEAN
-119.1,36.4,1518,1.5608,INLAND
-118.22,33.83,1115,3.9091,<1H OCEAN
-118.98,37.65,483,4.5375,INLAND
-123.02,38.81,916,3.2425,<1H OCEAN
-122.06,37.38,2389,4.2719,NEAR BAY
-122.3,37.88,749,1.475,NEAR BAY
-121.54,39.6,576,2.1467,INLAND
-121.53,38.48,11935,4.8811,INLAND
-118.26,33.95,1240,1.6898,<1H OCEAN
-117.73,34.12,2487,6.2089,INLAND
-122,37.36,3539,3.8464,<1H OCEAN
-115.49,32.67,1083,1.4828,INLAND
-118.28,34.09,2862,2.4677,<1H OCEAN
-118.39,33.86,1735,6.1404,<1H OCEAN
-117.15,34.06,1815,4.0658,INLAND
-122.29,37.94,3637,4.4387,NEAR BAY
-118.55,34.2,1624,3.6905,<1H OCEAN
-118.15,33.93,1034,4.9808,<1H OCEAN
-121.18,37.99,1459,2.4674,INLAND
-122.24,37.8,731,2.2697,NEAR BAY
-116.11,33.64,1548,2.0871,INLAND
-118.31,34.02,1186,1.2434,<1H OCEAN
-118.55,33.99,928,7.9096,NEAR OCEAN
-121.34,38.55,1701,4.1447,INLAND
-121.09,37.33,329,1.7188,INLAND
-118.13,34.01,2119,2.075,<1H OCEAN
-122.26,38.1,1794,1.1835,NEAR BAY
-123.91,41.68,743,2.9688,<1H OCEAN
-117.91,33.83,2568,2.5509,<1H OCEAN
-117.28,32.77,442,4.3403,NEAR OCEAN
-118.24,33.92,601,2.2411,<1H OCEAN
-118.75,34.17,1228,5.3749,NEAR OCEAN
-119.81,36.28,442,3.1071,INLAND
-121.4,39.33,1200,3.5179,INLAND
-118.04,34.07,269,2.3611,<1H OCEAN
-117.71,34.1,2688,1.875,INLAND
-118.18,33.88,1832,3.1713,<1H OCEAN
-118.36,33.87,1300,3.4208,<1H OCEAN
-118.05,34.08,4983,2.7254,<1H OCEAN
-121.36,38,1562,5.3224,INLAND
-117.8,33.74,1300,6.5616,<1H OCEAN
-121.31,37.96,1157,3.226,INLAND
-117.26,34.53,1283,3.071,INLAND
-118.31,34.01,1357,2.5263,<1H OCEAN
-117.69,33.64,1843,5.7559,<1H OCEAN
-122.12,39.91,2028,2.3929,INLAND
-118.07,33.98,2032,3.2093,<1H OCEAN
-121.79,37.33,1794,6.6813,<1H OCEAN
-118.08,34.14,431,6.1159,INLAND
-116.97,33.75,2011,1.3039,INLAND
-121.9,37.45,1525,5.6063,<1H OCEAN
-120.46,37.31,953,2.7344,INLAND
-122.41,40.53,538,2.037,INLAND
-118.42,34.28,1338,4.125,<1H OCEAN
-122.1,40.05,305,2.1827,INLAND
-118.06,33.98,975,4.7266,<1H OCEAN
-121.03,39.14,1275,4.0775,INLAND
-119.71,36.79,966,3.6681,INLAND
-117.69,34,561,2.5781,INLAND
-122.01,37.59,240,2.875,NEAR BAY
-115.88,32.93,51,4.0208,INLAND
-121.74,39.15,1205,2.8,INLAND
-117.3,34.13,968,1.2034,INLAND
-117.95,33.85,3892,4.1325,<1H OCEAN
-122.35,37.93,1166,1.7257,NEAR BAY
-120.72,37.38,1455,2.2813,INLAND
-121.09,37.56,1356,2.6705,INLAND
-120.33,37.97,1024,2.0057,INLAND
-117.34,33.94,3382,5.5563,INLAND
-119.91,34.4,1170,6.0992,NEAR OCEAN
-121.59,39.1,768,1.7167,INLAND
-119.83,36.79,1054,3.3272,INLAND
-116.92,32.81,1510,3.3669,<1H OCEAN
-121.93,37.27,985,6.0196,<1H OCEAN
-118.46,34.07,850,14.2867,<1H OCEAN
-120.98,37.64,839,3.1397,INLAND
-121.76,37.7,1705,5.7068,INLAND
-122.06,37.67,1830,4.2733,NEAR BAY
-122.77,38.33,843,4.5875,<1H OCEAN
-117.21,34.12,1021,3.6853,INLAND
-117.66,34.14,857,6.9418,INLAND
-120.89,37.21,994,3.2262,INLAND
-120.4,34.85,1323,4.8185,<1H OCEAN
-118.33,33.89,897,5.1874,<1H OCEAN
-121.89,37.28,2002,4.1645,<1H OCEAN
-118.35,33.89,2175,3.6486,<1H OCEAN
-122.66,38.81,461,3.4375,INLAND
-117.76,33.53,712,10.6349,<1H OCEAN
-117.9,33.74,1066,4.7679,<1H OCEAN
-118.3,33.88,1881,2.8445,<1H OCEAN
-118.87,35.65,584,3.4792,INLAND
-119.28,36.35,2080,3.1111,INLAND
-117.31,32.98,849,4.1012,NEAR OCEAN
-119.83,34.45,934,5.4197,NEAR OCEAN
-121.26,37.98,885,0.9782,INLAND
-122.3,38.3,1922,2.6346,NEAR BAY
-118.34,33.88,1885,3.8657,<1H OCEAN
-117.13,32.8,1044,3.9732,NEAR OCEAN
-117.5,33.92,1504,2.9821,INLAND
-118.2,34.02,2419,2.3944,<1H OCEAN
-118.28,33.99,1098,1.5109,<1H OCEAN
-121.94,37.83,959,10.5815,INLAND
-122.19,37.8,610,4.744,NEAR BAY
-118.25,33.9,1372,1.9605,<1H OCEAN
-118.25,33.79,1724,2.7308,NEAR OCEAN
-121.06,38.88,3096,4.2917,INLAND
-122.19,39.53,1287,2.165,INLAND
-117.2,32.83,623,2.5909,NEAR OCEAN
-117.86,33.79,2660,3.1792,<1H OCEAN
-124.01,40.89,811,2.4559,<1H OCEAN
-120.2,34.61,1348,3.8582,NEAR OCEAN
-120.97,37.63,2047,1.7054,INLAND
-121.62,37.09,1030,3.9306,<1H OCEAN
-117.17,32.81,974,4.739,NEAR OCEAN
-117.09,32.76,816,1.5517,NEAR OCEAN
-122.24,37.81,634,6.0302,NEAR BAY
-121.34,38.58,599,7.8031,INLAND
-118.28,34.03,2821,0.844,<1H OCEAN
-121.88,37.41,2183,4.3807,<1H OCEAN
-117.11,33.15,2916,4.7019,<1H OCEAN
-118.32,33.98,861,2.2396,<1H OCEAN
-122.05,37.31,2003,8.0727,<1H OCEAN
-122.3,38.28,944,3.3977,NEAR BAY
-121.43,38.62,1008,2.0639,INLAND
-123.23,39.77,991,1.2281,INLAND
-116.95,33.79,1726,1.8845,INLAND
-121.01,37.7,4656,3.2447,INLAND
-121.2,38.36,1402,3.8897,INLAND
-118.15,33.92,804,4.3194,<1H OCEAN
-122.08,37.39,848,2.8438,NEAR BAY
-121.24,37.96,951,2.875,INLAND
-118.02,33.77,1520,5.0091,<1H OCEAN
-121.3,38.14,1867,3.2123,INLAND
-118.27,33.99,529,1.9531,<1H OCEAN
-119.95,37.47,600,1.5,INLAND
-122.04,38.25,241,2.4,INLAND
-121.84,37.4,840,6.8677,<1H OCEAN
-117.91,33.87,1191,2.9076,<1H OCEAN
-117.94,33.88,679,4.3333,<1H OCEAN
-119.01,35.44,1465,2.5806,INLAND
-121.44,39.5,790,3.0446,INLAND
-122.25,40.15,858,2.4375,INLAND
-118.16,33.84,1199,4.1538,<1H OCEAN
-118.3,33.89,1369,3.285,<1H OCEAN
-117.66,33.46,952,5.0877,<1H OCEAN
-118.32,34.11,857,4.0833,<1H OCEAN
-122.68,38.44,648,3.4545,<1H OCEAN
-121.84,39.73,513,1.3672,INLAND
-121.26,37.93,2248,1.4583,INLAND
-118.19,34.05,1435,1.6667,<1H OCEAN
-117.74,34.07,1550,3.0294,INLAND
-121.62,39.15,1043,1.9375,INLAND
-118.92,35.38,1733,3.8307,INLAND
-122.72,38.42,937,1.9458,<1H OCEAN
-122.01,38.25,792,4.6779,INLAND
-118.18,33.83,1330,3.3125,NEAR OCEAN
-119.78,34.45,705,6.4744,NEAR OCEAN
-118.29,34.09,3548,2.0132,<1H OCEAN
-122.47,37.78,1153,4.1856,NEAR BAY
-122.36,37.94,1007,1.3365,NEAR BAY
-117.68,33.51,1481,6.323,<1H OCEAN
-117.61,33.42,1919,4.0313,NEAR OCEAN
-121.9,37.67,876,7.2639,<1H OCEAN
-118.14,33.77,1171,3.875,NEAR OCEAN
-122.42,37.77,1136,1.375,NEAR BAY
-118.12,34,2385,2.7308,<1H OCEAN
-121.43,38.58,1933,3.9167,INLAND
-118.17,33.96,5027,2.2817,<1H OCEAN
-122.13,37.72,1030,7.912,NEAR BAY
-118.3,33.97,567,2.6311,<1H OCEAN
-121.87,37.41,1891,5.6683,<1H OCEAN
-123.36,39.01,857,2.7232,<1H OCEAN
-122.41,37.8,3260,0.9,NEAR BAY
-121.99,36.99,1476,5.8123,NEAR OCEAN
-119.05,35.42,1368,2.325,INLAND
-116.9,34.25,556,3.5288,INLAND
-118.35,33.99,1115,5.0514,<1H OCEAN
-122.04,36.95,1080,4.4567,NEAR OCEAN
-122.01,36.95,508,2.0547,NEAR OCEAN
-122.02,37.95,608,2.4519,NEAR BAY
-118.05,33.87,2952,5.8855,<1H OCEAN
-116.93,32.79,1948,3.0192,<1H OCEAN
-117.22,34.12,1390,2.3725,INLAND
-119.83,36.79,2098,1.9575,INLAND
-118.28,33.96,1913,1.6156,<1H OCEAN
-119.71,36.82,1320,2.3381,INLAND
-118.27,33.96,1073,1.0208,<1H OCEAN
-118.26,33.89,1395,2.8493,<1H OCEAN
-122.48,37.74,1072,4.131,NEAR OCEAN
-118.08,34.12,1541,3.6827,<1H OCEAN
-118,33.81,1749,4.1276,<1H OCEAN
-118.2,33.98,1418,2.1522,<1H OCEAN
-118.3,34.01,1271,2.5885,<1H OCEAN
-122.44,37.76,833,6.8939,NEAR BAY
-117.94,33.62,832,6.5928,<1H OCEAN
-121.48,38.53,708,2.3542,INLAND
-117.32,34.1,1737,3.1213,INLAND
-122.1,37.89,1398,5.2079,NEAR BAY
-117.97,33.92,900,3,<1H OCEAN
-118.3,34.06,3468,1.8214,<1H OCEAN
-117.91,33.72,2839,4.5607,<1H OCEAN
-118.33,34.04,1161,2.5927,<1H OCEAN
-121.47,38.55,561,2.0242,INLAND
-117.82,33.68,1357,7.9187,<1H OCEAN
-117.94,33.82,1057,2.3347,<1H OCEAN
-122.28,37.86,393,3.8594,NEAR BAY
-117.64,33.45,130,4.875,NEAR OCEAN
-122.13,39,2435,2.2754,INLAND
-118.44,34.2,1198,2.9219,<1H OCEAN
-119.58,36.77,1760,4.0227,INLAND
-118.28,33.99,1673,1.4625,<1H OCEAN
-121.4,38.55,1088,5,INLAND
-118.21,33.84,627,3.4583,<1H OCEAN
-119.01,35.36,1203,1.6797,INLAND
-117.63,34.02,2780,5.6168,INLAND
-118.18,33.77,1128,1.1483,NEAR OCEAN
-118.32,34.02,1355,2.0304,<1H OCEAN
-121.49,38.53,571,3.3906,INLAND
-120.39,38,891,3.212,INLAND
-118.21,34.05,694,1.3846,<1H OCEAN
-118.22,33.94,1218,2.6538,<1H OCEAN
-118.19,33.91,826,2.7708,<1H OCEAN
-118.41,34.01,1218,5.3683,<1H OCEAN
-118.12,34.14,1718,3.1033,<1H OCEAN
-122.34,37.57,1691,3.9728,NEAR OCEAN
-122.53,38.32,1371,5.795,<1H OCEAN
-121.62,36.43,717,4.7891,<1H OCEAN
-117.87,33.72,2445,3.8421,<1H OCEAN
-120.69,35.52,1291,2.925,<1H OCEAN
-121.87,37.66,583,5.7519,INLAND
-117.73,33.51,1238,6.1785,<1H OCEAN
-121.99,37.33,841,4.8365,<1H OCEAN
-122.01,37.06,2006,5.1121,NEAR OCEAN
-119.64,37.61,291,2.6838,INLAND
-117.23,32.75,1275,3.1389,NEAR OCEAN
-117.16,32.89,5006,4.3598,<1H OCEAN
-117.98,33.76,967,4.4545,<1H OCEAN
-118.07,34.11,419,3.1576,<1H OCEAN
-122.45,37.78,1320,3.1576,NEAR BAY
-122.22,38.08,1574,3.1053,NEAR BAY
-118.25,34,1292,1.5781,<1H OCEAN
-121.96,36.99,1423,2.7375,NEAR OCEAN
-118.28,34.25,1166,3.5214,<1H OCEAN
-118.38,34.3,903,4.1125,<1H OCEAN
-118.37,34.08,1224,3.2149,<1H OCEAN
-121.33,38.7,1004,2.7868,INLAND
-118.08,34.14,1149,3.88,INLAND
-122.26,38.16,1586,4.0337,NEAR BAY
-118.43,34.29,1196,3.2095,<1H OCEAN
-122.44,37.76,1935,4.6053,NEAR BAY
-120.86,37.77,535,2.3523,INLAND
-117.89,33.82,904,4.8906,<1H OCEAN
-121.37,38.6,414,5.8336,INLAND
-118.14,33.95,630,6.8564,<1H OCEAN
-122.07,37.66,2461,3.875,NEAR BAY
-118.56,34.41,6902,5.6798,<1H OCEAN
-121.88,37.27,2102,5.6895,<1H OCEAN
-122.2,37.77,1888,2.2562,NEAR BAY
-118.34,34.17,1284,4.1161,<1H OCEAN
-122.43,37.61,4790,4.1692,NEAR OCEAN
-117.99,33.68,1999,4.7245,<1H OCEAN
-121.91,37.33,1195,2.894,<1H OCEAN
-118.32,33.88,722,6.4781,<1H OCEAN
-122.05,37.97,65,6.1359,NEAR BAY
-122.2,39.75,1616,2.0192,INLAND
-123.85,39.42,895,1.7574,<1H OCEAN
-118.9,34.2,2304,7.9943,<1H OCEAN
-120.86,37.6,709,4.5625,INLAND
-122.26,38.57,139,2.1979,INLAND
-118.36,33.9,1136,4.74,<1H OCEAN
-117.57,33.9,2369,3.5525,INLAND
-119.69,34.43,1150,5.8311,<1H OCEAN
-121.92,36.56,749,2.7039,NEAR OCEAN
-121.47,38.61,850,1.6331,INLAND
-118.4,34.1,1351,15.0001,<1H OCEAN
-119.87,36.83,2088,5.1781,INLAND
-120.42,34.94,1337,2.7188,<1H OCEAN
-121.27,38.05,164,3.4107,INLAND
-118.15,33.85,606,4.1439,<1H OCEAN
-122.2,37.9,740,10.3416,NEAR BAY
-118.16,33.78,1939,1.9808,NEAR OCEAN
-122.38,37.59,613,5.7837,NEAR OCEAN
-118.2,33.9,1178,2.12,<1H OCEAN
-118.23,33.91,984,2.5893,<1H OCEAN
-121.4,38.63,1079,1.8571,INLAND
-121.82,37.81,2089,8.3209,INLAND
-118.29,34.08,3920,1.925,<1H OCEAN
-118.55,34.17,761,7.8392,<1H OCEAN
-117.85,33.81,876,4.0417,<1H OCEAN
-117.83,33.81,970,5.4298,<1H OCEAN
-122.47,37.74,819,4.0846,NEAR BAY
-120.18,34.75,1035,3.7958,<1H OCEAN
-116.99,33.2,1531,3.1553,<1H OCEAN
-121.76,38.55,6330,2.065,INLAND
-118.36,33.86,1044,5.5456,<1H OCEAN
-119.72,36.32,676,2.2721,INLAND
-117.12,32.59,1825,2.6724,NEAR OCEAN
-122.26,37.54,1607,9.1415,NEAR BAY
-117.58,34.1,3359,3.5186,INLAND
-122.2,37.47,985,9.9025,NEAR BAY
-116.9,34.69,108,0.4999,INLAND
-120.84,38.81,609,3.1635,INLAND
-117.37,33.97,2653,2.5804,INLAND
-117.02,32.71,2082,3.5388,NEAR OCEAN
-118.21,33.92,1839,2.5833,<1H OCEAN
-121.64,40.9,834,1.7538,INLAND
-117.23,32.86,604,5.2326,NEAR OCEAN
-122.92,38.97,904,2.9934,<1H OCEAN
-118.36,34.09,1594,1.7558,<1H OCEAN
-117.9,33.74,1032,2.2105,<1H OCEAN
-121.02,39.27,1424,3.2,INLAND
-122.19,37.76,1030,2.4659,NEAR BAY
-122.15,37.67,1171,5.5797,NEAR BAY
-119.18,34.16,405,5.2783,NEAR OCEAN
-122.53,37.93,648,4.125,NEAR BAY
-117.67,33.55,1695,3.7609,<1H OCEAN
-119.85,36.82,638,5.5842,INLAND
-118.57,34.15,2059,10.9201,<1H OCEAN
-117.88,33.83,1706,6.4685,<1H OCEAN
-118.33,34.1,3049,1.3157,<1H OCEAN
-117.8,33.75,1197,5.3903,<1H OCEAN
-117.2,34.26,1382,6.2233,INLAND
-117.68,33.65,4783,5.928,<1H OCEAN
-119.7,36.82,1482,2.3173,INLAND
-118.37,34.04,442,2.25,<1H OCEAN
-121.63,39.18,821,2.0978,INLAND
-118.97,35.38,1483,1.625,INLAND
-121.75,39.4,864,2.4943,INLAND
-122.32,37.55,607,4.8068,NEAR OCEAN
