longitude,latitude,population,median_income,ocean_proximity,land_value
-116.54,33.8,1432.0,2.2216,INLAND,228036.0
-118.9,34.18,1121.0,7.0504,<1H OCEAN,413912.0
-118.2,33.99,1844.0,2.551,<1H OCEAN,198400.0
-118.34,33.78,4168.0,8.1782,NEAR OCEAN,620001.24
-117.95,33.8,634.0,5.237,<1H OCEAN,267468.0
-122.28,37.88,811.0,3.006,NEAR BAY,282596.0
-118.93,34.36,1071.0,4.6607,<1H OCEAN,232996.0
-116.57,33.64,183.0,6.2702,INLAND,428420.0
-117.14,32.75,678.0,2.1937,NEAR OCEAN,201500.0
-117.05,32.67,1589.0,5.4863,NEAR OCEAN,190712.0
-124.16,41.92,841.0,2.1336,NEAR OCEAN,93000.0
-122.01,37.98,956.0,4.317,NEAR BAY,240560.0
-118.09,34.12,1284.0,5.4536,<1H OCEAN,424948.0
-121.28,38.6,848.0,3.1194,INLAND,139500.0
-117.14,32.75,1002.0,2.2813,NEAR OCEAN,146444.0
-118.63,34.22,670.0,6.5146,<1H OCEAN,344224.0
-121.89,36.6,248.0,1.2656,<1H OCEAN,620000.0
-117.45,33.93,3185.0,3.2731,INLAND,141236.0
-117.5,34.04,2158.0,5.0175,INLAND,177816.0
-119.29,36.3,572.0,5.3495,INLAND,219852.0
-122.46,37.72,962.0,3.2875,NEAR OCEAN,274660.0
-118.15,34.03,1687.0,1.7991,<1H OCEAN,196912.0
-119.83,36.76,1738.0,1.976,INLAND,83452.0
-122.09,37.66,725.0,2.2222,NEAR BAY,196292.0
-120.06,36.94,700.0,2.2375,INLAND,79732.0
-121.33,38.64,1158.0,2.4342,INLAND,148180.0
-118.38,34.25,513.0,4.8816,<1H OCEAN,287060.0
-117.33,33.03,603.0,2.8611,NEAR OCEAN,389732.0
-118.2,33.94,1895.0,2.5029,<1H OCEAN,198028.0
-122.25,37.8,1710.0,1.6504,NEAR BAY,188232.0
-121.35,38.66,1631.0,2.5556,INLAND,131068.0
-118.42,34.26,1086.0,3.4519,<1H OCEAN,177692.0
-122.47,37.75,1281.0,5.482,NEAR BAY,454212.0
-117.58,33.88,1235.0,2.2969,INLAND,143964.0
-117.12,33.49,8824.0,3.9963,<1H OCEAN,236964.0
-117.07,33.11,1326.0,3.0915,<1H OCEAN,173476.0
-121.83,39.76,4644.0,3.1142,INLAND,139624.0
-118.06,33.8,1015.0,4.1379,<1H OCEAN,263500.0
-122.07,37.39,932.0,3.5045,NEAR BAY,437100.0
-118.01,33.79,1499.0,5.7837,<1H OCEAN,319920.0
-119.01,35.37,477.0,1.9125,INLAND,58900.0
-121.96,37.34,1901.0,5.3873,<1H OCEAN,357492.0
-117.34,34.18,1584.0,4.6312,INLAND,154876.0
-118.18,34.06,266.0,0.8941,<1H OCEAN,121768.0
-121.13,37.47,1559.0,2.1833,INLAND,114948.0
-121.18,38.8,1276.0,5.1857,INLAND,272924.0
-119.55,36.7,1371.0,2.3687,INLAND,79236.0
-118.34,34.04,2140.0,2.2254,<1H OCEAN,157604.0
-118.06,33.98,1221.0,3.3562,<1H OCEAN,209808.0
-118.12,33.91,749.0,3.5772,<1H OCEAN,257176.0
-118.39,33.83,954.0,5.637,NEAR OCEAN,620001.24
-122.46,37.98,427.0,12.0933,NEAR BAY,620001.24
-121.79,39.73,2887.0,3.0625,INLAND,144212.0
-120.74,39.9,387.0,2.2656,INLAND,109368.0
-117.01,32.78,1532.0,2.9896,<1H OCEAN,292144.0
-122.46,37.65,2027.0,5.2573,NEAR OCEAN,400396.0
-118.13,34.04,881.0,3.1083,<1H OCEAN,273420.0
-117.91,33.85,1147.0,2.7014,<1H OCEAN,194308.0
-122.41,37.74,1032.0,5.5563,NEAR BAY,310992.0
-118.25,34.06,1673.0,5.3081,<1H OCEAN,356500.0
-122.26,37.82,423.0,0.9506,NEAR BAY,232500.0
-121.83,40.69,477.0,3.15,INLAND,108500.0
-118.31,33.89,1257.0,3.7639,<1H OCEAN,273544.0
-117.05,32.75,1030.0,3.8233,NEAR OCEAN,173352.0
-118.03,33.85,2873.0,3.9156,<1H OCEAN,277884.0
-117.68,34.12,1133.0,5.7214,INLAND,321656.0
-118.54,34.3,1995.0,8.2159,<1H OCEAN,466488.0
-122.63,38.22,372.0,4.0417,<1H OCEAN,287804.0
-121.8,37.32,1277.0,4.8092,<1H OCEAN,269576.0
-124.14,40.67,320.0,4.2054,NEAR OCEAN,161944.0
-117.25,32.83,704.0,10.9529,NEAR OCEAN,620001.24
-118.19,33.9,2073.0,1.9952,<1H OCEAN,139996.0
-122.1,37.65,796.0,4.4427,NEAR BAY,253580.0
-122.08,37.84,1722.0,11.7064,NEAR BAY,620001.24
-118.36,33.81,881.0,5.1778,<1H OCEAN,446276.0
-118.05,33.98,1222.0,2.8311,<1H OCEAN,192572.0
-118.18,33.9,1888.0,3.5461,<1H OCEAN,181536.0
-121.0,38.58,1357.0,5.3344,INLAND,269700.0
-117.91,34.05,1727.0,5.0758,<1H OCEAN,261764.0
-118.31,34.08,1603.0,2.8971,<1H OCEAN,311364.0
-121.8,37.26,2357.0,2.875,<1H OCEAN,228656.0
-118.2,34.08,1405.0,2.4375,<1H OCEAN,141360.0
-118.17,33.98,834.0,2.9844,<1H OCEAN,202864.0
-121.29,37.96,154.0,0.8738,INLAND,93000.0
-119.02,35.35,670.0,2.2407,INLAND,94240.0
-121.87,37.38,722.0,4.5187,<1H OCEAN,202740.0
-122.22,37.78,2269.0,2.3906,NEAR BAY,138508.0
-120.45,34.64,1105.0,3.7778,NEAR OCEAN,186000.0
-118.35,33.93,2649.0,2.3375,<1H OCEAN,211544.0
-122.45,37.67,274.0,4.4286,NEAR OCEAN,295864.0
-118.49,34.02,1548.0,2.9125,<1H OCEAN,589000.0
-121.33,38.77,8361.0,4.2259,INLAND,209932.0
-122.48,37.69,1259.0,3.4492,NEAR OCEAN,327732.0
-122.31,37.58,1141.0,3.9696,NEAR BAY,320292.0
-117.66,34.04,1332.0,4.7872,INLAND,183024.0
-118.43,34.2,2824.0,2.773,<1H OCEAN,174220.0
-118.02,34.14,4131.0,3.5878,INLAND,276272.0
-117.25,34.06,3264.0,1.9821,INLAND,115320.0
-122.17,37.75,907.0,1.9821,NEAR BAY,121892.0
-117.09,32.68,2341.0,2.0114,NEAR OCEAN,130076.0
-118.49,34.11,2336.0,13.2935,<1H OCEAN,620001.24
-122.08,37.39,1023.0,4.5833,NEAR BAY,424576.0
-122.24,40.16,1293.0,2.035,INLAND,68324.0
-117.05,33.11,2095.0,5.4786,<1H OCEAN,277140.0
-118.03,33.97,1190.0,3.8275,<1H OCEAN,295740.0
-118.02,34.05,2932.0,3.0625,<1H OCEAN,205592.0
-117.21,32.85,872.0,5.4067,NEAR OCEAN,344100.0
-121.14,35.55,1880.0,3.8019,NEAR OCEAN,336288.0
-118.44,34.28,582.0,1.7708,<1H OCEAN,172112.0
-119.71,36.8,861.0,3.25,INLAND,100936.0
-117.32,33.12,936.0,2.7717,NEAR OCEAN,438960.0
-118.02,33.83,665.0,3.2933,<1H OCEAN,322400.0
-122.34,37.98,1354.0,3.9773,NEAR BAY,162812.0
-121.9,37.39,26.0,1.7361,<1H OCEAN,620001.24
-122.06,38.25,953.0,3.3153,INLAND,122760.0
-119.89,36.76,1152.0,4.1719,INLAND,156736.0
-122.43,37.76,1051.0,2.8458,NEAR BAY,434000.0
-118.35,34.22,638.0,4.1302,<1H OCEAN,320292.0
-119.81,36.71,789.0,1.5625,INLAND,65472.0
-121.18,38.83,2114.0,2.9484,INLAND,154256.0
-121.45,39.26,1047.0,3.125,INLAND,143344.0
-121.25,38.71,1845.0,4.3009,INLAND,177816.0
-122.33,37.55,827.0,6.1349,NEAR OCEAN,620001.24
-117.15,32.76,1211.0,3.0445,NEAR OCEAN,266352.0
-121.92,37.29,560.0,6.5858,<1H OCEAN,429908.0
-119.18,34.17,1746.0,3.9331,NEAR OCEAN,232624.0
-122.26,37.54,770.0,7.2477,NEAR BAY,466240.0
-117.04,32.81,1381.0,6.5412,<1H OCEAN,315208.0
-122.05,37.95,246.0,5.4482,NEAR BAY,236592.0
-121.35,38.02,2183.0,3.428,INLAND,174468.0
-118.22,34.05,1598.0,1.2,<1H OCEAN,143344.0
-119.78,36.82,1929.0,1.7708,INLAND,66340.0
-117.89,33.68,1452.0,5.0853,<1H OCEAN,322772.0
-117.88,33.93,2771.0,7.6486,<1H OCEAN,380308.0
-119.01,36.06,1392.0,1.6812,INLAND,59148.0
-118.18,33.85,1285.0,3.975,<1H OCEAN,265112.0
-117.09,32.72,770.0,2.0938,NEAR OCEAN,127100.0
-118.2,33.78,1545.0,1.7064,NEAR OCEAN,217000.0
-117.13,32.76,747.0,2.375,NEAR OCEAN,191456.0
-118.37,34.1,100.0,15.0001,<1H OCEAN,620001.24
-116.99,32.96,2748.0,4.8854,<1H OCEAN,224812.0
-115.5,32.68,3565.0,1.5931,INLAND,109616.0
-122.86,39.08,1015.0,2.0417,INLAND,97712.0
-118.08,33.78,1109.0,6.9324,<1H OCEAN,452228.0
-117.7,33.48,1156.0,6.3579,<1H OCEAN,417508.0
-118.03,33.97,1644.0,2.593,<1H OCEAN,238080.0
-118.01,33.74,3613.0,6.0609,<1H OCEAN,328476.0
-118.3,34.04,1757.0,1.7109,<1H OCEAN,217000.0
-117.07,32.64,1593.0,2.24,NEAR OCEAN,160580.0
-120.08,34.59,820.0,5.1909,NEAR OCEAN,483848.0
-118.24,33.95,1210.0,1.35,<1H OCEAN,110980.0
-121.63,39.78,770.0,2.6823,INLAND,115816.0
-121.48,39.1,1018.0,2.5952,INLAND,114576.0
-121.37,38.41,1741.0,3.5625,INLAND,155868.0
-119.66,34.43,2591.0,3.8456,<1H OCEAN,620001.24
-121.56,39.16,2029.0,2.9647,INLAND,110112.0
-121.47,38.55,706.0,0.9948,INLAND,81096.0
-119.53,36.61,730.0,1.5625,INLAND,69192.0
-117.6,33.72,531.0,5.6346,<1H OCEAN,337900.0
-119.72,34.44,700.0,3.8819,<1H OCEAN,359476.0
-118.03,33.9,826.0,5.3184,<1H OCEAN,212164.0
-118.46,34.2,1867.0,3.5255,<1H OCEAN,251348.0
-118.05,33.82,1323.0,8.6123,<1H OCEAN,479508.0
-117.62,33.64,2985.0,10.1531,<1H OCEAN,600284.0
-121.42,38.54,1071.0,2.925,INLAND,116932.0
-118.13,34.02,565.0,2.2813,<1H OCEAN,238080.0
-122.44,37.72,1773.0,3.9565,NEAR BAY,332940.0
-117.13,32.71,760.0,1.1563,NEAR OCEAN,102548.0
-121.91,37.34,1193.0,2.8042,<1H OCEAN,298716.0
-118.33,34.11,1939.0,2.2148,<1H OCEAN,543492.0
-124.13,40.55,240.0,3.25,<1H OCEAN,117552.0
-121.95,37.3,2487.0,3.7188,<1H OCEAN,363320.0
-117.03,34.87,1016.0,3.9464,INLAND,125860.0
-122.48,38.32,680.0,3.1375,<1H OCEAN,238204.0
-118.19,34.11,1032.0,2.1667,<1H OCEAN,186000.0
-119.72,34.42,1027.0,3.5905,NEAR OCEAN,328228.0
-117.27,32.82,1068.0,4.1793,NEAR OCEAN,620001.24
-117.96,33.71,2243.0,5.5702,<1H OCEAN,424824.0
-117.95,33.98,7732.0,5.6716,<1H OCEAN,409696.0
-118.03,33.76,1370.0,5.0866,<1H OCEAN,277140.0
-117.08,32.59,2441.0,2.7048,NEAR OCEAN,189720.0
-118.3,34.02,1522.0,1.5781,<1H OCEAN,147932.0
-117.66,33.59,1918.0,7.5791,<1H OCEAN,357244.0
-121.42,37.74,320.0,2.825,INLAND,189100.0
-118.27,33.82,1427.0,4.4015,<1H OCEAN,206956.0
-119.78,36.78,959.0,2.3293,INLAND,91016.0
-118.29,33.79,2855.0,2.0,<1H OCEAN,205096.0
-118.09,34.04,3842.0,3.6512,<1H OCEAN,208940.0
-122.87,38.43,1065.0,4.0446,<1H OCEAN,213528.0
-121.93,37.76,876.0,10.3345,<1H OCEAN,572136.0
-121.41,38.57,1538.0,3.2443,INLAND,236468.0
-120.48,37.3,1956.0,1.5427,INLAND,109740.0
-117.2,32.84,989.0,3.2583,NEAR OCEAN,224936.0
-117.85,33.8,872.0,3.825,<1H OCEAN,268708.0
-118.09,34.1,3620.0,2.7436,<1H OCEAN,250108.0
-117.12,32.72,3093.0,3.37,NEAR OCEAN,197284.0
-122.16,37.75,378.0,2.5568,NEAR BAY,137764.0
-118.27,33.96,1083.0,1.6467,<1H OCEAN,112716.0
-122.27,37.8,1327.0,1.8477,NEAR BAY,222208.0
-117.87,33.77,978.0,8.0784,<1H OCEAN,397172.0
-120.65,35.48,1341.0,3.225,<1H OCEAN,206956.0
-121.57,39.12,1702.0,2.08,INLAND,70184.0
-117.99,33.86,2898.0,3.0252,<1H OCEAN,220720.0
-117.15,32.92,1377.0,4.4615,<1H OCEAN,208692.0
-118.51,34.26,1109.0,5.5433,<1H OCEAN,412300.0
-122.28,37.84,1168.0,1.9615,NEAR BAY,142848.0
-120.05,36.95,1339.0,2.2527,INLAND,80848.0
-121.96,37.28,2846.0,4.0174,<1H OCEAN,339636.0
-117.86,33.71,2246.0,3.152,<1H OCEAN,189472.0
-117.4,34.18,1778.0,5.3671,INLAND,225432.0
-121.47,38.58,878.0,1.5922,INLAND,142724.0
-121.15,38.8,745.0,4.1685,INLAND,269700.0
-118.03,33.98,880.0,2.7578,<1H OCEAN,293632.0
-122.07,37.93,614.0,5.0255,NEAR BAY,280240.0
-120.42,37.95,1208.0,2.4922,INLAND,122388.0
-121.41,38.59,2883.0,2.6485,INLAND,141980.0
-122.14,37.67,1635.0,4.7933,NEAR BAY,231756.0
-117.75,33.84,1496.0,6.6207,<1H OCEAN,335420.0
-118.43,34.3,1111.0,3.6023,<1H OCEAN,200632.0
-118.2,33.91,1494.0,3.5878,<1H OCEAN,146816.0
-118.09,33.85,5026.0,6.3093,<1H OCEAN,355260.0
-118.43,34.07,1251.0,7.7382,<1H OCEAN,620001.24
-118.0,33.82,1495.0,3.1087,<1H OCEAN,251472.0
-119.55,36.52,1042.0,3.0294,INLAND,87048.0
-118.08,33.97,1380.0,3.5481,<1H OCEAN,202492.0
-118.17,34.07,1510.0,3.4952,<1H OCEAN,186000.0
-118.18,33.91,878.0,2.0625,<1H OCEAN,166656.0
-118.25,33.95,1252.0,1.9798,<1H OCEAN,121644.0
-118.37,33.88,1219.0,5.9619,<1H OCEAN,416516.0
-119.89,36.79,2179.0,3.7821,INLAND,99696.0
-117.26,33.06,1226.0,7.6832,NEAR OCEAN,396552.0
-120.84,35.37,1397.0,2.5552,NEAR OCEAN,248000.0
-117.09,32.62,867.0,3.0729,NEAR OCEAN,159588.0
-117.7,34.09,1098.0,3.625,INLAND,151032.0
-121.73,38.13,547.0,3.0288,INLAND,203856.0
-122.45,37.77,1090.0,3.3679,NEAR BAY,434000.0
-120.05,34.47,746.0,3.8056,NEAR OCEAN,527000.0
-117.69,34.06,1337.0,2.5536,INLAND,178560.0
-118.29,33.97,1319.0,3.5208,<1H OCEAN,166408.0
-121.79,38.0,562.0,2.5893,INLAND,134540.0
-118.34,34.09,1733.0,2.3568,<1H OCEAN,253828.0
-118.06,34.08,942.0,3.4202,<1H OCEAN,234484.0
-122.39,37.72,1923.0,3.6607,NEAR BAY,238452.0
-118.06,33.73,1490.0,10.5424,<1H OCEAN,620001.24
-119.63,34.44,984.0,9.4522,<1H OCEAN,620001.24
-118.3,34.0,982.0,2.0958,<1H OCEAN,144336.0
-118.22,33.94,1203.0,2.5938,<1H OCEAN,143096.0
-118.36,33.88,1611.0,3.2049,<1H OCEAN,331576.0
-121.04,37.66,913.0,4.1705,INLAND,201872.0
-121.02,37.68,1834.0,3.996,INLAND,141980.0
-118.16,34.04,806.0,1.3971,<1H OCEAN,166656.0
-119.05,35.34,1204.0,4.0529,INLAND,131688.0
-120.66,38.61,1301.0,2.5042,INLAND,156736.0
-121.97,37.35,556.0,3.925,<1H OCEAN,356004.0
-122.19,40.2,1296.0,3.5305,INLAND,91264.0
-122.35,37.91,1285.0,4.2895,NEAR BAY,231632.0
-118.22,33.9,2096.0,2.3542,<1H OCEAN,121396.0
-118.21,34.2,1409.0,6.3794,<1H OCEAN,620001.24
-118.21,33.95,1726.0,1.8641,<1H OCEAN,204724.0
-122.2,37.79,1410.0,2.7788,NEAR BAY,143096.0
-118.59,34.23,2676.0,3.4091,<1H OCEAN,209312.0
-121.29,38.61,963.0,4.4519,INLAND,137020.0
-120.87,37.6,2742.0,2.6619,INLAND,106888.0
-119.01,35.35,366.0,1.9125,INLAND,71796.0
-118.21,33.9,2010.0,2.0817,<1H OCEAN,129704.0
-118.42,34.23,1567.0,5.6629,<1H OCEAN,231508.0
-117.04,32.6,3002.0,3.9076,NEAR OCEAN,189596.0
-119.87,36.72,984.0,2.0658,INLAND,84196.0
-117.04,32.8,1067.0,5.7416,<1H OCEAN,301816.0
-119.95,38.95,851.0,2.02,INLAND,108500.0
-119.85,37.39,1153.0,2.753,INLAND,137764.0
-117.61,34.08,2229.0,3.0199,INLAND,159712.0
-118.5,34.04,769.0,8.3839,<1H OCEAN,620001.24
-117.27,33.15,10877.0,4.6357,NEAR OCEAN,303676.0
-117.13,32.72,757.0,2.7083,NEAR OCEAN,246884.0
-118.19,34.07,1152.0,3.375,<1H OCEAN,210304.0
-118.04,33.8,1359.0,5.0261,<1H OCEAN,303924.0
-117.0,33.29,573.0,8.2531,<1H OCEAN,519808.0
-118.19,34.04,1164.0,2.8542,<1H OCEAN,182156.0
-118.48,34.04,979.0,3.6667,<1H OCEAN,620001.24
-120.66,40.41,1051.0,2.2992,INLAND,87048.0
-120.66,35.29,1153.0,2.084,NEAR OCEAN,289292.0
-122.06,37.89,2575.0,3.1002,NEAR BAY,141732.0
-122.09,37.4,412.0,3.4375,NEAR BAY,360344.0
-118.3,34.1,5899.0,1.9354,<1H OCEAN,421600.0
-121.98,37.3,1794.0,4.6312,<1H OCEAN,351168.0
-121.83,37.36,3508.0,4.2312,<1H OCEAN,227912.0
-122.2,37.43,1050.0,5.2421,NEAR OCEAN,551180.0
-116.47,33.94,919.0,3.2578,INLAND,105648.0
-117.73,34.08,1251.0,2.9063,INLAND,142848.0
-118.4,34.28,6161.0,3.3304,<1H OCEAN,192076.0
-120.54,40.29,1529.0,3.4028,INLAND,112840.0
-117.78,33.68,841.0,6.0634,<1H OCEAN,290532.0
-123.81,39.31,887.0,3.3654,NEAR OCEAN,279000.0
-119.16,34.2,3504.0,1.9704,NEAR OCEAN,198772.0
-122.01,37.94,1339.0,6.7061,NEAR BAY,399652.0
-121.01,37.72,677.0,2.5486,INLAND,199764.0
-118.25,33.93,2664.0,0.9298,<1H OCEAN,124000.0
-118.4,34.11,1567.0,15.0001,<1H OCEAN,620001.24
-121.05,37.93,1649.0,3.275,INLAND,194060.0
-118.2,33.8,614.0,4.0074,NEAR OCEAN,248992.0
-118.36,34.07,748.0,4.7019,<1H OCEAN,509764.0
-124.15,41.81,3546.0,2.2868,NEAR OCEAN,127844.0
-122.22,37.81,765.0,6.5217,NEAR BAY,339388.0
-121.31,37.99,1650.0,1.886,INLAND,130572.0
-122.47,37.67,3752.0,5.5845,NEAR OCEAN,377332.0
-118.4,34.08,1266.0,15.0001,<1H OCEAN,620001.24
-118.27,33.83,1623.0,4.35,<1H OCEAN,248620.0
-118.43,35.12,930.0,3.2632,INLAND,123752.0
-118.31,33.95,1065.0,3.2708,<1H OCEAN,162440.0
-117.89,33.61,540.0,6.0247,<1H OCEAN,620001.24
-118.42,34.12,654.0,12.3767,<1H OCEAN,620001.24
-117.06,32.57,1609.0,2.6985,NEAR OCEAN,194060.0
-117.96,33.99,1348.0,6.2517,<1H OCEAN,385764.0
-122.27,37.43,629.0,15.0001,NEAR OCEAN,620001.24
-117.75,34.04,2600.0,3.125,INLAND,140864.0
-117.25,32.8,1007.0,2.5813,NEAR OCEAN,313844.0
-121.93,37.73,404.0,3.375,<1H OCEAN,434000.0
-122.31,37.53,676.0,4.6125,NEAR OCEAN,448508.0
-118.11,33.95,1105.0,4.8036,<1H OCEAN,324012.0
-118.3,33.94,1390.0,2.0114,<1H OCEAN,123132.0
-117.39,33.95,598.0,3.1667,INLAND,152396.0
-115.57,32.84,804.0,1.9531,INLAND,75764.0
-117.28,34.14,1214.0,2.3947,INLAND,101556.0
-122.71,38.46,1087.0,3.0444,<1H OCEAN,207328.0
-118.29,34.08,2795.0,1.8495,<1H OCEAN,263500.0
-121.66,37.11,2198.0,5.1514,<1H OCEAN,541508.0
-118.3,34.26,809.0,3.599,<1H OCEAN,218860.0
-117.96,33.79,1170.0,2.0677,<1H OCEAN,265980.0
-116.92,32.8,857.0,3.5586,<1H OCEAN,198896.0
-121.23,38.12,134.0,3.95,INLAND,220844.0
-118.47,34.14,850.0,8.153,<1H OCEAN,620001.24
-118.09,34.14,1457.0,5.3377,INLAND,463512.0
-116.95,33.86,8.0,1.625,INLAND,68200.0
-117.72,33.62,365.0,2.8583,<1H OCEAN,131192.0
-121.8,37.35,1389.0,5.614,<1H OCEAN,276892.0
-117.1,32.96,1134.0,4.1279,<1H OCEAN,207824.0
-118.19,34.13,1314.0,3.925,<1H OCEAN,223696.0
-117.89,34.12,1224.0,3.9934,<1H OCEAN,175956.0
-119.01,35.34,782.0,3.0208,INLAND,78988.0
-121.83,38.45,446.0,2.3438,INLAND,152148.0
-121.69,38.16,824.0,3.2937,INLAND,119536.0
-122.52,38.7,43.0,0.536,INLAND,108500.0
-120.6,37.34,1304.0,2.1182,INLAND,85436.0
-116.98,34.13,342.0,4.0333,INLAND,166036.0
-120.09,39.92,1028.0,1.7267,INLAND,75268.0
-122.39,37.6,986.0,4.652,NEAR OCEAN,480004.0
-117.13,32.81,1202.0,3.2308,NEAR OCEAN,206460.0
-121.32,38.0,781.0,2.213,INLAND,108500.0
-118.4,33.92,695.0,5.9499,<1H OCEAN,428792.0
-122.07,37.35,619.0,9.8144,<1H OCEAN,620001.24
-121.43,38.61,675.0,1.3696,INLAND,80848.0
-118.05,34.15,1877.0,8.2004,INLAND,620001.24
-121.24,37.79,2553.0,4.075,INLAND,241800.0
-117.94,33.76,1861.0,4.2386,<1H OCEAN,228408.0
-117.06,32.76,636.0,3.2188,NEAR OCEAN,186620.0
-122.3,37.89,620.0,4.0875,NEAR BAY,274412.0
-121.77,37.65,1952.0,7.3588,INLAND,406100.0
-122.01,37.55,1276.0,4.9167,NEAR BAY,317812.0
-117.37,33.19,4729.0,1.8214,NEAR OCEAN,215512.0
-122.21,37.81,510.0,5.2402,NEAR BAY,367536.0
-121.97,37.32,2672.0,3.699,<1H OCEAN,294500.0
-117.92,33.88,575.0,5.3986,<1H OCEAN,395188.0
-117.5,33.95,711.0,4.8214,INLAND,177816.0
-121.98,38.29,4010.0,5.4399,INLAND,232004.0
-118.13,33.91,552.0,4.9107,<1H OCEAN,275280.0
-122.42,37.76,1630.0,1.65,NEAR BAY,328600.0
-123.19,39.15,1232.0,2.6012,<1H OCEAN,155744.0
-122.26,37.83,718.0,2.6768,NEAR BAY,226052.0
-117.17,32.78,3102.0,2.3658,NEAR OCEAN,203484.0
-121.84,39.72,802.0,0.9566,INLAND,85560.0
-118.42,34.24,775.0,4.7228,<1H OCEAN,227912.0
-117.23,32.75,892.0,3.4286,NEAR OCEAN,170500.0
-118.56,34.22,1041.0,4.4271,<1H OCEAN,254324.0
-119.01,35.34,613.0,1.5625,INLAND,57908.0
-118.09,33.9,771.0,4.2132,<1H OCEAN,204104.0
-117.99,33.87,1662.0,3.0147,<1H OCEAN,269080.0
-121.59,38.69,229.0,8.0379,INLAND,475292.0
-120.97,37.64,1131.0,2.0833,INLAND,118420.0
-119.03,35.36,1342.0,1.9671,INLAND,95232.0
-121.9,38.0,1288.0,6.0497,INLAND,220100.0
-121.07,39.09,892.0,2.8864,INLAND,177444.0
-122.03,37.27,1608.0,10.7958,<1H OCEAN,620001.24
-121.7,37.98,1562.0,5.1041,INLAND,214396.0
-122.02,37.63,1189.0,3.8958,NEAR BAY,373364.0
-118.17,34.12,1696.0,2.9154,<1H OCEAN,209808.0
-117.2,32.8,2089.0,3.8542,NEAR OCEAN,248000.0
-121.93,37.33,676.0,3.575,<1H OCEAN,362328.0
-117.1,32.75,1686.0,1.4828,NEAR OCEAN,117552.0
-122.01,37.98,638.0,4.0507,NEAR BAY,199640.0
-121.98,37.16,957.0,5.3468,<1H OCEAN,347076.0
-121.86,39.74,1571.0,1.1019,INLAND,149048.0
-122.45,37.66,1545.0,5.3446,NEAR OCEAN,326492.0
-122.19,37.75,1481.0,1.3194,NEAR BAY,100936.0
-117.99,33.88,986.0,3.9559,<1H OCEAN,199764.0
-118.3,34.08,1774.0,1.5685,<1H OCEAN,279000.0
-117.32,34.12,1752.0,1.4066,INLAND,82336.0
-117.89,33.9,652.0,6.5284,<1H OCEAN,357988.0
-117.37,33.98,844.0,1.1194,INLAND,118792.0
-121.44,38.63,970.0,1.6343,INLAND,88040.0
-117.9,33.83,2720.0,2.8072,<1H OCEAN,204228.0
-117.68,34.05,1070.0,2.5395,INLAND,232500.0
-119.28,35.99,1746.0,1.7372,INLAND,63240.0
-120.45,37.31,2055.0,3.7652,INLAND,165540.0
-121.43,38.53,846.0,3.1208,INLAND,102548.0
-121.28,38.64,1336.0,4.8661,INLAND,230888.0
-121.99,37.97,1372.0,6.2135,INLAND,269328.0
-122.0,37.84,2777.0,9.5271,<1H OCEAN,620001.24
-118.22,33.84,1358.0,4.0687,<1H OCEAN,198772.0
-117.3,33.17,3760.0,4.1807,NEAR OCEAN,226424.0
-117.19,32.84,1001.0,3.875,NEAR OCEAN,213280.0
-119.18,34.18,2695.0,3.2196,NEAR OCEAN,217992.0
-118.41,33.93,1455.0,5.0596,<1H OCEAN,451236.0
-118.44,34.15,1669.0,4.6375,<1H OCEAN,445284.0
-118.27,33.97,1186.0,1.64,<1H OCEAN,120032.0
-117.97,34.13,1546.0,3.4777,INLAND,179180.0
-119.98,38.93,494.0,2.3281,INLAND,106392.0
-118.44,34.05,2269.0,5.7097,<1H OCEAN,392708.0
-118.51,34.04,1660.0,10.1882,<1H OCEAN,620001.24
-120.45,34.88,929.0,5.7306,<1H OCEAN,334428.0
-118.23,34.22,618.0,5.9771,<1H OCEAN,535432.0
-120.98,37.57,449.0,2.6406,INLAND,160828.0
-117.58,33.85,8222.0,5.2861,INLAND,241924.0
-119.79,36.55,999.0,2.0216,INLAND,95232.0
-119.88,34.43,962.0,4.4777,NEAR OCEAN,350300.0
-122.63,38.94,1832.0,1.125,INLAND,101432.0
-121.58,39.16,888.0,2.1111,INLAND,85188.0
-118.4,33.93,1000.0,4.7319,<1H OCEAN,466364.0
-118.03,33.95,1034.0,3.6509,<1H OCEAN,214768.0
-124.14,40.79,873.0,2.4896,NEAR OCEAN,100440.0
-122.5,37.91,2755.0,5.4851,NEAR BAY,546964.0
-121.23,37.81,1886.0,4.2431,INLAND,170004.0
-122.03,38.25,1177.0,3.1389,INLAND,125364.0
-122.25,37.84,1094.0,3.6591,NEAR BAY,371008.0
-118.23,34.22,1079.0,4.5486,<1H OCEAN,447640.0
-116.95,33.73,2233.0,3.2371,INLAND,117180.0
-118.09,34.1,1183.0,3.6696,<1H OCEAN,260896.0
-122.39,37.74,924.0,2.1767,NEAR BAY,229772.0
-118.14,33.88,1119.0,4.3646,<1H OCEAN,200136.0
-116.31,33.67,1152.0,2.9187,INLAND,115816.0
-118.32,34.0,1097.0,2.4583,<1H OCEAN,149916.0
-124.1,41.04,890.0,1.9741,NEAR OCEAN,121396.0
-118.21,34.02,2123.0,1.3615,<1H OCEAN,165292.0
-121.94,37.73,2843.0,6.1265,<1H OCEAN,322772.0
-119.01,35.37,1191.0,1.8801,INLAND,71672.0
