longitude,latitude,population_range,ocean_proximity,land_value
-121.03,37.63,0-2000,INLAND,103327.278
-118.33,33.88,0-2000,<1H OCEAN,323126.6034978355
-119.68,36.8,0-2000,INLAND,105479.98
-117.2,32.76,0-2000,NEAR OCEAN,386993.0735333333
-118.46,34.01,0-2000,<1H OCEAN,536713.2520985716
-117.83,34.15,0-2000,INLAND,342820.99373333337
-117.33,34.07,0-2000,INLAND,101751.25571428573
-120.37,37.98,0-2000,INLAND,153329.72
-117.09,32.81,2000-4000,NEAR OCEAN,153819.93333333332
-122.12,37.75,0-2000,NEAR BAY,336213.104
-117.91,33.61,0-2000,<1H OCEAN,618063.7296666672
-120.0,35.91,0-2000,INLAND,110398.44
-118.42,34.19,0-2000,<1H OCEAN,293121.5126666667
-120.71,40.36,2000-4000,INLAND,93544.36
-120.48,37.32,0-2000,INLAND,138219.08
-124.16,40.95,0-2000,NEAR OCEAN,90344.57542857142
-118.4,34.22,0-2000,<1H OCEAN,234271.21600000001
-117.1,32.67,0-2000,NEAR OCEAN,115648.45976190476
-118.28,34.08,0-2000,<1H OCEAN,241220.61563636363
-118.21,33.79,0-2000,NEAR OCEAN,176418.07714285716
-117.29,34.12,0-2000,INLAND,88538.00761904761
-118.21,33.9,0-2000,<1H OCEAN,137215.4987936508
-118.01,34.08,0-2000,INLAND,213384.16
-122.48,37.59,2000-4000,NEAR OCEAN,419979.4936
-118.32,34.09,0-2000,<1H OCEAN,222381.79780952376
-122.41,37.73,0-2000,NEAR BAY,319964.88397402596
-116.97,32.65,6000-8000,NEAR OCEAN,293855.2
-122.23,37.82,0-2000,NEAR BAY,580948.9293433332
-118.6,34.07,0-2000,<1H OCEAN,520064.9528000001
-117.82,33.67,0-2000,<1H OCEAN,372190.346038961
-122.51,37.76,0-2000,NEAR OCEAN,333083.5283896104
-121.95,37.32,0-2000,<1H OCEAN,314241.2133333333
-121.52,38.59,2000-4000,INLAND,102188.81333333332
-118.25,33.99,0-2000,<1H OCEAN,127525.18911111107
-118.47,35.72,0-2000,INLAND,114366.44
-122.16,37.68,0-2000,NEAR BAY,245228.78599999996
-117.87,34.11,0-2000,<1H OCEAN,227951.3803333333
-119.48,37.0,0-2000,INLAND,166618.8
-117.08,32.64,0-2000,NEAR OCEAN,182439.29866666667
-117.41,33.96,0-2000,INLAND,145099.84
-124.16,40.6,0-2000,NEAR OCEAN,129590.74666666667
-118.29,33.81,2000-4000,<1H OCEAN,265113.55
-121.88,37.24,2000-4000,<1H OCEAN,321555.3946666667
-122.21,38.09,2000-4000,NEAR BAY,155760.864
-121.67,39.26,2000-4000,INLAND,114850.04
-121.7,36.48,0-2000,<1H OCEAN,405067.08
-124.09,40.88,0-2000,NEAR OCEAN,106482.52
-122.44,37.52,2000-4000,NEAR OCEAN,501875.18200000003
-117.68,33.49,0-2000,<1H OCEAN,283077.5333333334
-118.09,34.06,2000-4000,<1H OCEAN,226004.26
-120.48,37.31,0-2000,INLAND,125206.52
-122.56,41.53,0-2000,INLAND,95529.6
-117.66,33.51,0-2000,<1H OCEAN,267376.7897333333
-121.15,38.68,4000-6000,INLAND,209310.76
-118.13,33.82,0-2000,<1H OCEAN,283873.90266666666
-118.28,33.93,0-2000,<1H OCEAN,122308.86930158734
-117.19,32.77,0-2000,NEAR OCEAN,208734.16
-121.29,38.01,2000-4000,INLAND,138671.68
-117.86,33.75,0-2000,<1H OCEAN,205217.706
-122.98,38.44,0-2000,<1H OCEAN,214610.52
-120.54,38.75,0-2000,INLAND,141135.26476190475
-118.08,33.81,0-2000,<1H OCEAN,415979.2866666666
-122.28,37.8,0-2000,NEAR BAY,177077.9975668687
-118.22,33.81,0-2000,NEAR OCEAN,193876.76933333333
-121.32,36.43,2000-4000,<1H OCEAN,143899.52
-117.98,34.02,2000-4000,<1H OCEAN,242270.37333333332
-121.45,38.57,0-2000,INLAND,231365.83400000003
-118.95,35.37,0-2000,INLAND,70577.43133333333
-117.55,33.9,0-2000,INLAND,204195.76
-121.91,36.59,0-2000,NEAR OCEAN,403940.30853333324
-118.2,33.8,2000-4000,NEAR OCEAN,200276.68242857148
-122.47,37.89,2000-4000,NEAR BAY,554230.0404000003
-122.19,37.76,0-2000,NEAR BAY,96632.24342857141
-118.36,34.04,0-2000,<1H OCEAN,192413.222996337
-122.29,37.89,0-2000,NEAR BAY,298737.7797142858
-117.12,32.96,0-2000,<1H OCEAN,222661.84
-121.68,36.9,0-2000,<1H OCEAN,276929.2
-118.36,34.21,0-2000,<1H OCEAN,217817.6058095238
-122.32,37.95,0-2000,NEAR BAY,226526.65133333328
-117.86,33.77,0-2000,<1H OCEAN,270144.168
-117.11,33.14,0-2000,<1H OCEAN,211472.7
-117.89,33.99,0-2000,<1H OCEAN,272187.4104761905
-118.14,33.91,0-2000,<1H OCEAN,236365.05933333337
-117.65,35.0,0-2000,INLAND,87339.4
-118.14,34.09,0-2000,<1H OCEAN,262612.01533333334
-118.26,34.13,0-2000,<1H OCEAN,267379.81533333333
-117.85,33.89,0-2000,<1H OCEAN,324470.9535238095
-117.93,33.76,2000-4000,<1H OCEAN,220510.39866666668
-122.33,37.58,0-2000,NEAR OCEAN,423119.992
-118.35,33.91,0-2000,<1H OCEAN,319722.753374459
-120.87,37.07,0-2000,INLAND,124447.02
-117.95,34.07,0-2000,<1H OCEAN,220627.8266666667
-121.85,37.72,0-2000,INLAND,357240.9
-118.06,33.99,0-2000,<1H OCEAN,229966.5766666667
-121.46,38.63,2000-4000,INLAND,83479.9
-118.67,34.16,6000-8000,<1H OCEAN,463578.5714666667
-120.04,36.96,2000-4000,INLAND,67998.70666666667
-121.95,37.96,0-2000,INLAND,276760.808
-122.18,37.78,0-2000,NEAR BAY,251125.47953968256
-117.31,33.1,0-2000,NEAR OCEAN,365483.42799999996
-118.02,33.75,0-2000,<1H OCEAN,263109.1933333333
-118.71,34.27,0-2000,<1H OCEAN,255516.0946666667
-118.29,33.99,0-2000,<1H OCEAN,133707.86404761905
-118.45,34.27,0-2000,<1H OCEAN,228531.42133333333
-117.66,33.61,0-2000,<1H OCEAN,326896.19866666663
-117.38,34.08,2000-4000,INLAND,155367.4533333333
-120.81,38.67,2000-4000,INLAND,175047.08
-122.22,37.78,0-2000,NEAR BAY,154195.20591341992
-118.29,33.72,0-2000,NEAR OCEAN,305391.7496190476
-119.1,35.33,2000-4000,INLAND,169496.01333333337
-117.08,32.91,0-2000,<1H OCEAN,321161.6946666667
-117.89,33.74,0-2000,<1H OCEAN,193067.58666666664
-119.31,34.44,0-2000,NEAR OCEAN,303414.36
-122.0,37.31,0-2000,<1H OCEAN,392287.64
-120.46,34.64,0-2000,NEAR OCEAN,169002.53466666664
-121.12,39.2,0-2000,INLAND,149194.32
-118.2,33.79,0-2000,NEAR OCEAN,226799.45428571428
-118.77,34.27,0-2000,<1H OCEAN,255138.07476190478
-122.25,37.83,0-2000,NEAR BAY,288032.6176190476
-122.46,37.78,0-2000,NEAR BAY,506681.9619367964
-122.04,36.95,0-2000,NEAR OCEAN,250917.5507301588
-117.99,34.15,0-2000,INLAND,344568.3479999998
-118.46,35.13,0-2000,INLAND,102479.01466666667
-118.36,34.1,0-2000,<1H OCEAN,494354.9806787878
-118.42,34.15,0-2000,<1H OCEAN,468551.4338095237
-117.81,34.08,6000-8000,INLAND,207052.1
-117.66,33.64,0-2000,<1H OCEAN,278002.29600000003
-118.11,33.83,0-2000,<1H OCEAN,276647.84400000004
-121.88,37.43,0-2000,<1H OCEAN,299268.00751659455
-118.1,34.1,0-2000,<1H OCEAN,284386.374
-119.23,35.77,2000-4000,INLAND,79889.48
-122.15,37.43,0-2000,NEAR BAY,581742.35533
-122.42,37.62,0-2000,NEAR OCEAN,391676.62015873025
-118.45,34.01,0-2000,<1H OCEAN,500232.2341095238
-118.27,34.08,0-2000,<1H OCEAN,244092.0927619048
-118.38,34.27,2000-4000,<1H OCEAN,211567.56
-122.02,37.6,0-2000,NEAR BAY,199023.36866666668
-117.8,34.1,0-2000,INLAND,212110.68
-118.38,34.04,0-2000,<1H OCEAN,300412.14686746034
-117.83,33.93,0-2000,<1H OCEAN,369871.54
-117.86,33.62,0-2000,<1H OCEAN,594689.5465600005
-117.19,34.05,0-2000,INLAND,154268.7867619048
-117.84,33.74,0-2000,<1H OCEAN,176655.205
-117.24,32.79,0-2000,NEAR OCEAN,293677.3618571429
-121.8,37.23,0-2000,<1H OCEAN,324863.7087619048
-117.04,34.04,0-2000,INLAND,142024.64
-119.8,36.29,0-2000,INLAND,117842.16
-117.9,34.11,4000-6000,<1H OCEAN,169270.45142857142
-117.95,33.77,0-2000,<1H OCEAN,232737.026
-122.09,37.67,0-2000,NEAR BAY,203441.63333333336
-118.42,34.03,0-2000,<1H OCEAN,452166.6529485714
-118.05,33.85,0-2000,<1H OCEAN,394928.38533333334
-121.79,37.32,2000-4000,<1H OCEAN,300931.05333333334
-118.16,33.97,0-2000,<1H OCEAN,222255.2191284271
-115.59,32.79,0-2000,INLAND,94885.58533333334
-117.93,33.93,0-2000,<1H OCEAN,199343.30933333334
-117.3,34.46,2000-4000,INLAND,126734.2
-117.9,33.73,0-2000,<1H OCEAN,206100.11066666673
-122.55,38.0,0-2000,NEAR BAY,382092.3724
-118.18,33.78,0-2000,NEAR OCEAN,195897.6386666667
-119.29,36.12,0-2000,INLAND,77442.588
-118.45,35.62,0-2000,INLAND,88555.964
-121.79,37.31,0-2000,<1H OCEAN,293827.6513333333
-119.83,36.37,0-2000,INLAND,105050.32
-122.42,37.74,0-2000,NEAR BAY,330312.4065224775
-123.18,39.23,0-2000,<1H OCEAN,159529.72
-121.29,38.68,0-2000,INLAND,166579.78133333335
-117.25,32.81,0-2000,NEAR OCEAN,386736.9194507936
-118.05,33.73,0-2000,<1H OCEAN,371123.3075999998
-122.27,37.56,0-2000,NEAR BAY,435328.18879999995
-118.33,34.05,0-2000,<1H OCEAN,269256.9766153846
-121.39,38.64,0-2000,INLAND,181560.056
-118.25,34.07,0-2000,<1H OCEAN,242924.94866666666
-122.12,37.42,0-2000,NEAR BAY,471378.0061333334
-117.17,34.05,0-2000,INLAND,161692.28
-117.33,33.87,0-2000,INLAND,270806.17919999996
-117.32,34.06,0-2000,INLAND,92669.12666666668
-121.34,38.03,2000-4000,INLAND,170696.56066666666
-122.47,37.51,2000-4000,NEAR OCEAN,487248.1296
-121.94,37.54,0-2000,<1H OCEAN,414589.04
-118.18,33.89,4000-6000,<1H OCEAN,221213.08796825394
-117.05,32.77,0-2000,NEAR OCEAN,189984.74
-118.01,34.05,0-2000,<1H OCEAN,203268.86
-123.16,39.13,0-2000,<1H OCEAN,152633.46
-121.27,38.02,0-2000,INLAND,119486.81333333334
-119.86,34.41,0-2000,NEAR OCEAN,329082.05
-118.18,33.87,0-2000,<1H OCEAN,213170.62904761903
-122.24,37.82,0-2000,NEAR BAY,391484.7732733332
-117.9,33.65,0-2000,<1H OCEAN,322403.5812380952
-122.26,37.88,0-2000,NEAR BAY,452093.60220634914
-122.44,37.78,0-2000,NEAR BAY,412904.88276770944
-121.81,37.25,0-2000,<1H OCEAN,361897.844
-118.14,33.86,0-2000,<1H OCEAN,258990.28868831164
-118.2,34.07,2000-4000,<1H OCEAN,184902.32864935067
-119.83,36.83,0-2000,INLAND,228761.76609523818
-115.91,33.36,0-2000,INLAND,70784.16
-116.86,32.8,0-2000,<1H OCEAN,265351.32
-117.97,33.93,0-2000,<1H OCEAN,249835.045
-118.39,34.19,2000-4000,<1H OCEAN,244127.45933333333
-122.32,37.54,0-2000,NEAR OCEAN,520756.51836666674
-122.25,37.83,2000-4000,NEAR BAY,290506.41761904757
-117.98,34.02,0-2000,<1H OCEAN,227213.82095238092
-117.94,33.79,0-2000,<1H OCEAN,242337.45142857142
-117.99,33.8,2000-4000,<1H OCEAN,222399.00133333332
-117.92,34.1,0-2000,<1H OCEAN,195906.27733333333
-118.0,33.85,0-2000,<1H OCEAN,240316.13333333333
-117.93,33.69,0-2000,<1H OCEAN,328762.64666666667
-118.2,34.05,0-2000,<1H OCEAN,171283.86353968256
-122.27,37.81,0-2000,NEAR BAY,171426.56342857136
-121.3,38.03,0-2000,INLAND,131358.78
-117.87,33.74,2000-4000,<1H OCEAN,207963.91333333333
-117.24,33.05,0-2000,NEAR OCEAN,268714.2124
-117.9,33.85,2000-4000,<1H OCEAN,237195.198
-121.27,37.87,0-2000,INLAND,128647.52
-118.31,33.96,0-2000,<1H OCEAN,167146.09165945166
-118.28,34.1,2000-4000,<1H OCEAN,299861.8318412699
-122.32,37.97,0-2000,NEAR BAY,183063.92799999996
-121.31,38.66,0-2000,INLAND,173616.90533333336
-121.43,37.75,0-2000,INLAND,165640.59499999997
-118.29,34.11,0-2000,<1H OCEAN,498747.93016571435
-122.02,38.38,0-2000,INLAND,243054.05333333334
-122.01,37.92,0-2000,NEAR BAY,447781.36
-117.3,34.13,0-2000,INLAND,84409.06742857143
-118.37,34.21,0-2000,<1H OCEAN,213368.85633333324
-121.83,36.98,0-2000,<1H OCEAN,388743.74480000004
-121.96,39.3,0-2000,INLAND,87110.66133333332
-118.3,34.03,2000-4000,<1H OCEAN,204468.56187878788
-118.3,34.05,2000-4000,<1H OCEAN,246154.074
-118.01,34.09,2000-4000,INLAND,222198.90666666665
-117.06,33.01,0-2000,<1H OCEAN,253902.15200000003
-122.53,37.88,0-2000,NEAR BAY,513466.64
-121.24,38.68,0-2000,INLAND,222609.65666666665
-117.95,34.0,0-2000,<1H OCEAN,219820.09066666666
-118.23,34.07,0-2000,<1H OCEAN,192289.98266666665
-117.89,33.87,0-2000,<1H OCEAN,240880.60199999998
-122.09,37.69,0-2000,NEAR BAY,201441.06604761907
-121.63,36.65,0-2000,<1H OCEAN,211123.64
-122.05,37.68,2000-4000,NEAR BAY,260248.1
-117.04,32.71,2000-4000,NEAR OCEAN,143059.0893333333
-117.04,32.7,6000-8000,NEAR OCEAN,155016.12
-118.26,34.07,2000-4000,<1H OCEAN,211050.48
-118.13,34.17,0-2000,<1H OCEAN,289324.7566666667
-116.97,32.79,2000-4000,<1H OCEAN,161610.85333333333
-119.55,36.51,0-2000,INLAND,95091.88
-120.92,37.65,0-2000,INLAND,297495.84
-120.8,38.51,0-2000,INLAND,143720.5466666667
-121.83,38.0,2000-4000,INLAND,147773.52800000002
-122.42,37.93,0-2000,NEAR BAY,375619.2119733334
-122.27,37.47,0-2000,NEAR OCEAN,529223.8904000003
-122.36,37.94,0-2000,NEAR BAY,109739.33719047617
-118.32,33.33,0-2000,ISLAND,500714.79
-117.06,32.73,0-2000,NEAR OCEAN,159869.325
-118.97,37.64,0-2000,INLAND,148900.8238095238
-117.27,34.12,0-2000,INLAND,91968.05133333335
-120.55,37.32,0-2000,INLAND,111101.52
-117.99,33.9,0-2000,<1H OCEAN,285771.1853333333
-118.0,33.91,2000-4000,<1H OCEAN,267016.8466666666
-118.37,33.81,0-2000,NEAR OCEAN,613639.0087333338
-117.97,33.66,0-2000,<1H OCEAN,357674.404
-117.17,33.28,0-2000,<1H OCEAN,355599.34666666674
-119.88,36.81,0-2000,INLAND,132250.96
-117.74,34.05,2000-4000,INLAND,136452.6261904762
-117.13,32.79,0-2000,NEAR OCEAN,197453.40466666664
-122.06,37.65,0-2000,NEAR BAY,261028.70066666673
-118.3,33.99,0-2000,<1H OCEAN,117993.98569841268
-118.06,35.68,0-2000,INLAND,103970.28
-118.38,33.89,0-2000,<1H OCEAN,508450.59405772015
-122.45,37.73,0-2000,NEAR BAY,343794.56423333334
-121.97,37.24,0-2000,<1H OCEAN,587094.4672000002
-118.14,33.95,0-2000,<1H OCEAN,355069.75152380957
-121.97,37.53,0-2000,<1H OCEAN,287022.80000000005
-118.15,34.86,2000-4000,INLAND,115117.46666666666
-117.2,32.86,0-2000,NEAR OCEAN,314117.172
-118.3,34.01,0-2000,<1H OCEAN,144408.56066666666
-117.98,33.79,0-2000,<1H OCEAN,254460.8753333333
-122.42,37.62,0-2000,NEAR OCEAN,391676.62015873025
-118.2,33.94,0-2000,<1H OCEAN,203172.1606666667
-117.01,32.81,0-2000,<1H OCEAN,186278.18957142855
-116.98,32.74,0-2000,<1H OCEAN,210370.42266666668
-122.01,37.53,2000-4000,NEAR BAY,308500.1373333333
-117.92,34.03,0-2000,<1H OCEAN,196951.67999999996
-123.17,39.15,0-2000,<1H OCEAN,162690.48
-123.76,41.03,0-2000,<1H OCEAN,118818.04
-122.44,37.73,0-2000,NEAR BAY,344456.80655555543
-120.43,34.93,0-2000,<1H OCEAN,212933.87466666664
-122.42,37.64,0-2000,NEAR OCEAN,362479.401047619
-117.98,34.14,2000-4000,INLAND,202512.0053333333
-122.3,37.91,0-2000,NEAR BAY,316554.29998412693
-118.32,33.8,2000-4000,<1H OCEAN,356082.16723809525
-118.41,34.04,0-2000,<1H OCEAN,617378.9967066671
-121.94,37.34,0-2000,<1H OCEAN,308731.79
-117.21,32.84,0-2000,NEAR OCEAN,287092.48799999995
-118.12,34.16,0-2000,<1H OCEAN,282602.44800000003
-119.87,36.54,0-2000,INLAND,90419.56
-117.92,33.94,0-2000,<1H OCEAN,287691.6766666667
-118.09,33.75,2000-4000,NEAR OCEAN,428522.2270761904
-118.28,34.0,0-2000,<1H OCEAN,139562.33683982684
-119.29,36.54,2000-4000,INLAND,67842.46666666666
-121.92,36.55,0-2000,NEAR OCEAN,575961.3475066667
-118.44,34.16,0-2000,<1H OCEAN,409470.0442033334
-122.26,37.84,0-2000,NEAR BAY,216348.2481269842
-119.76,36.79,0-2000,INLAND,94139.56
-119.73,36.73,0-2000,INLAND,190507.29666666663
-118.99,35.3,0-2000,INLAND,93444.82933333334
-118.2,34.02,0-2000,<1H OCEAN,180649.50628571425
-118.47,34.05,0-2000,<1H OCEAN,617211.2152000006
-118.18,33.88,0-2000,<1H OCEAN,202085.9
-117.93,33.83,0-2000,<1H OCEAN,305260.26828571426
-122.47,37.78,0-2000,NEAR BAY,493077.8286460316
-121.73,38.0,2000-4000,INLAND,198910.63199999998
-121.97,37.25,0-2000,<1H OCEAN,561383.0506666667
-122.71,38.44,0-2000,<1H OCEAN,255875.30200000003
-117.72,33.62,0-2000,<1H OCEAN,143974.54
-122.46,37.72,0-2000,NEAR OCEAN,289069.7255714286
-121.23,37.84,0-2000,INLAND,179936.02800000002
-117.53,33.88,2000-4000,INLAND,150667.52266666666
-117.25,32.82,2000-4000,NEAR OCEAN,560272.9448000002
-118.15,34.04,0-2000,<1H OCEAN,258555.1417777778
-119.79,36.79,0-2000,INLAND,93740.9
-122.05,37.63,2000-4000,NEAR BAY,260248.34799999997
-121.32,38.62,0-2000,INLAND,193410.24
-121.82,38.01,0-2000,INLAND,134216.07657142857
-122.26,38.03,0-2000,NEAR BAY,194260.88
-118.0,33.75,0-2000,<1H OCEAN,255983.94666666666
-118.07,33.85,2000-4000,<1H OCEAN,357460.5453333333
-121.92,37.73,0-2000,<1H OCEAN,388471.54
-122.56,37.95,0-2000,NEAR OCEAN,579503.8506000004
-117.29,34.13,0-2000,INLAND,91884.0
-118.08,33.99,0-2000,<1H OCEAN,200585.70666666664
-121.68,39.82,0-2000,INLAND,128425.56
-121.89,37.26,0-2000,<1H OCEAN,296491.52266666666
-117.05,34.04,0-2000,INLAND,150978.68
-117.84,33.9,0-2000,<1H OCEAN,307985.9093333333
-117.93,33.94,0-2000,<1H OCEAN,283600.2966666667
-117.94,33.78,0-2000,<1H OCEAN,220213.336
-117.29,35.54,2000-4000,INLAND,95819.66079999998
-116.88,33.93,0-2000,INLAND,93854.36
-117.88,33.84,0-2000,<1H OCEAN,291630.71971428575
-117.49,33.99,0-2000,INLAND,183342.68
-117.98,34.03,0-2000,<1H OCEAN,213944.3506666667
-119.23,34.19,0-2000,NEAR OCEAN,368695.88359999994
-117.86,33.75,2000-4000,<1H OCEAN,172741.50666666665
-118.43,34.01,2000-4000,<1H OCEAN,565965.4128
-122.31,38.01,0-2000,NEAR BAY,230162.18666666668
-122.43,37.79,0-2000,NEAR BAY,605440.1465339882
-118.19,33.95,0-2000,<1H OCEAN,215454.03000000003
-117.11,32.91,0-2000,<1H OCEAN,215078.41333333333
-118.47,34.04,0-2000,<1H OCEAN,583198.7284952385
-122.42,37.75,0-2000,NEAR BAY,362389.7954323454
-117.34,34.08,0-2000,INLAND,117648.41
-122.06,37.99,0-2000,NEAR BAY,212414.48
-122.06,37.54,2000-4000,NEAR BAY,282696.1424
-117.14,32.74,2000-4000,NEAR OCEAN,211398.24390476188
-122.07,38.0,0-2000,NEAR BAY,191496.71333333332
-122.35,40.57,0-2000,INLAND,104011.99714285714
-121.37,38.69,0-2000,INLAND,105341.51333333332
-120.19,36.6,0-2000,INLAND,87173.24
-121.28,38.03,0-2000,INLAND,124696.88
-117.51,33.95,4000-6000,INLAND,185393.64
-118.36,33.88,0-2000,<1H OCEAN,331151.3202296592
-122.3,37.97,0-2000,NEAR BAY,223890.41133333335
-120.87,37.76,0-2000,INLAND,154061.73333333334
-115.73,33.09,0-2000,INLAND,66010.32533333333
-121.22,37.79,0-2000,INLAND,179609.9286666667
-121.98,37.95,2000-4000,INLAND,318722.1848
-121.79,37.67,0-2000,INLAND,256948.89399999994
-117.9,33.9,0-2000,<1H OCEAN,267581.9766666666
-122.04,37.85,2000-4000,NEAR BAY,499696.0721333335
-119.73,34.42,0-2000,NEAR OCEAN,453970.55428571434
-116.44,33.77,0-2000,INLAND,305221.08959999995
-117.31,34.17,0-2000,INLAND,132836.07466666668
-117.14,32.8,0-2000,NEAR OCEAN,206615.86799999996
-122.13,37.7,0-2000,NEAR BAY,258316.01466666668
-122.48,38.31,0-2000,<1H OCEAN,230096.46666666665
-118.37,33.88,0-2000,<1H OCEAN,419721.2095714286
-121.45,38.64,0-2000,INLAND,78707.49133333335
-122.57,38.02,2000-4000,NEAR BAY,446323.74
-118.02,33.79,2000-4000,<1H OCEAN,295051.5933333333
-124.07,40.87,0-2000,NEAR OCEAN,170868.28
-116.91,34.24,0-2000,INLAND,204308.6
-117.65,33.62,0-2000,<1H OCEAN,365123.1666666666
-116.94,32.81,0-2000,<1H OCEAN,165390.20799999998
-119.78,36.76,0-2000,INLAND,65630.69933333334
-122.05,38.0,0-2000,NEAR BAY,154786.72
-122.24,37.49,0-2000,NEAR OCEAN,541716.9896000001
-121.46,38.54,0-2000,INLAND,72632.83466666666
-117.93,33.95,0-2000,<1H OCEAN,458775.8737333334
-117.96,33.69,0-2000,<1H OCEAN,365089.4327619047
-122.04,37.96,0-2000,NEAR BAY,198591.00133333338
-121.3,37.97,0-2000,INLAND,140222.13466666668
-121.74,37.35,0-2000,<1H OCEAN,529144.0592000001
-121.58,39.14,0-2000,INLAND,75405.64
-119.75,36.71,0-2000,INLAND,61942.54666666667
-118.36,33.98,0-2000,<1H OCEAN,314840.0314761905
-122.18,37.73,0-2000,NEAR BAY,101985.86666666665
-122.64,38.87,0-2000,INLAND,123690.0
-120.72,38.42,2000-4000,INLAND,170105.68
-118.2,33.77,0-2000,NEAR OCEAN,175002.50150793654
-118.43,34.2,2000-4000,<1H OCEAN,215446.38333333336
-122.74,38.44,0-2000,<1H OCEAN,194475.02800000005
-118.12,33.91,0-2000,<1H OCEAN,248322.78085714288
-118.03,33.95,0-2000,<1H OCEAN,216945.45476190475
-122.76,38.46,2000-4000,<1H OCEAN,235778.06399999998
-121.83,37.28,0-2000,<1H OCEAN,181323.1953333333
-118.48,34.25,0-2000,<1H OCEAN,260005.928
-121.35,38.28,0-2000,INLAND,161727.0
-118.18,33.82,0-2000,NEAR OCEAN,266988.26466666674
-122.02,37.01,0-2000,NEAR OCEAN,317483.54525714286
-117.67,33.49,0-2000,<1H OCEAN,273155.5782666666
-117.59,34.13,8000-10000,INLAND,237627.3173333333
-117.89,34.09,0-2000,<1H OCEAN,228212.30044444447
-122.68,38.43,0-2000,<1H OCEAN,225221.572
-118.32,33.87,0-2000,<1H OCEAN,350142.95399999997
-118.58,34.06,0-2000,<1H OCEAN,587355.4252000003
-118.03,33.96,0-2000,<1H OCEAN,222244.37628571433
-117.81,33.82,0-2000,<1H OCEAN,577768.447866667
-122.15,37.41,0-2000,NEAR BAY,575382.0658000003
-116.87,33.57,0-2000,INLAND,219110.48
-121.72,37.7,0-2000,INLAND,246776.926
-122.26,38.0,0-2000,NEAR BAY,249202.63466666665
-118.25,34.14,2000-4000,<1H OCEAN,264044.3806666667
-118.4,33.86,0-2000,<1H OCEAN,551060.1302333332
-117.18,33.15,4000-6000,<1H OCEAN,219259.28
-117.33,34.12,0-2000,INLAND,89162.61333333333
-117.98,33.68,0-2000,<1H OCEAN,369625.2523809524
-122.46,37.78,0-2000,NEAR BAY,506681.9619367964
-122.33,37.97,0-2000,NEAR BAY,176736.66266666667
-122.31,37.56,0-2000,NEAR OCEAN,399633.8916304761
-118.13,33.86,0-2000,<1H OCEAN,258735.0651962482
-118.42,34.18,0-2000,<1H OCEAN,386001.81428571435
-121.52,38.9,0-2000,INLAND,178549.0466666667
-121.99,37.26,0-2000,<1H OCEAN,498902.1249333333
-120.98,37.64,2000-4000,INLAND,137115.76933333333
-117.87,33.92,0-2000,<1H OCEAN,320747.8033333334
-117.79,33.77,0-2000,<1H OCEAN,502501.7250666667
-117.96,33.73,0-2000,<1H OCEAN,301006.2061904762
-121.63,37.12,0-2000,<1H OCEAN,410967.0
-117.89,33.77,0-2000,<1H OCEAN,237089.90133333334
-118.24,34.15,0-2000,<1H OCEAN,351388.0173333333
-122.06,37.96,0-2000,NEAR BAY,231334.77200000003
-119.85,36.76,0-2000,INLAND,98846.662
-118.09,34.01,0-2000,<1H OCEAN,175742.1413333333
-123.73,39.17,0-2000,NEAR OCEAN,213906.2
-121.4,36.84,0-2000,INLAND,200901.08
-118.21,33.8,0-2000,NEAR OCEAN,181391.354
-119.62,36.56,0-2000,INLAND,87159.352
-118.81,34.25,2000-4000,<1H OCEAN,425856.94480000006
-117.1,33.0,6000-8000,<1H OCEAN,264016.2533333333
-118.38,33.86,0-2000,<1H OCEAN,448530.36428571434
-118.31,34.04,2000-4000,<1H OCEAN,232448.86476190478
-121.5,38.52,0-2000,INLAND,190005.69600000003
-118.0,34.13,0-2000,INLAND,212189.792
-118.35,33.91,0-2000,<1H OCEAN,319722.753374459
-118.98,35.37,0-2000,INLAND,69342.24076190476
-117.9,33.88,0-2000,<1H OCEAN,276202.1702857143
-121.65,39.16,2000-4000,INLAND,126387.0
-119.81,36.6,0-2000,INLAND,104034.76
-118.02,34.15,0-2000,INLAND,400109.9278666667
-118.09,34.7,0-2000,INLAND,165846.32133333336
-118.42,34.27,0-2000,<1H OCEAN,170734.98
-118.32,34.07,0-2000,<1H OCEAN,564659.8174200002
-122.46,37.73,0-2000,NEAR BAY,510135.8396709524
-116.53,33.78,0-2000,INLAND,247420.92
-120.99,39.22,0-2000,INLAND,196295.72
-116.47,34.07,2000-4000,INLAND,108886.88
-122.28,37.82,0-2000,NEAR BAY,107732.12114285716
-118.47,35.64,0-2000,INLAND,106834.68
-118.26,33.97,0-2000,<1H OCEAN,118898.88155844162
-117.2,32.78,0-2000,NEAR OCEAN,290070.47790476185
-118.55,34.28,2000-4000,<1H OCEAN,541043.6944000003
-117.86,33.84,0-2000,<1H OCEAN,252506.28399999999
-117.78,33.78,2000-4000,<1H OCEAN,440177.7296
-121.86,37.41,0-2000,<1H OCEAN,329103.2392380953
-117.58,34.11,6000-8000,INLAND,206425.59
-118.02,34.12,0-2000,INLAND,469931.3063999999
-117.08,32.93,6000-8000,<1H OCEAN,309102.13371428574
-117.62,34.02,0-2000,INLAND,305984.756
-117.25,32.86,0-2000,NEAR OCEAN,618395.4276000005
-121.32,37.96,0-2000,INLAND,89782.04352380954
-118.45,33.96,0-2000,<1H OCEAN,618777.6525366672
